year,age,sex,lfp
1984,63,Male,.53299618
1985,63,Male,.45358032
1986,63,Male,.51268667
1987,63,Male,.48200598
1988,63,Male,.48831859
1989,63,Male,.50334513
1990,63,Male,.5312103
1991,63,Male,.48072356
1992,63,Male,.48707214
1993,63,Male,.51241803
1994,63,Male,.51358062
1995,63,Male,.47573483
1996,63,Male,.50860679
1997,63,Male,.45980468
1998,63,Male,.51103717
1999,63,Male,.51105851
2000,63,Male,.51473713
2001,63,Male,.57666785
2002,63,Male,.51540738
2003,63,Male,.49595299
2004,63,Male,.54732364
2005,63,Male,.50877404
2006,63,Male,.53050816
2007,63,Male,.55007315
2008,63,Male,.55933148
2009,63,Male,.5530557
2010,63,Male,.55739212
2011,63,Male,.52026737
2012,63,Male,.52938914
2013,63,Male,.58309168
2014,63,Male,.57190573
2015,63,Male,.57749885
2016,63,Male,.59921241
1961,63,Female,.21374409
1962,63,Female,.20845342
1963,63,Female,.35319078
1964,63,Female,.33157665
1965,63,Female,.34053662
1966,63,Female,.31059253
1967,63,Female,.3659471
1968,63,Female,.3819527
1969,63,Female,.36499184
1970,63,Female,.39642677
1971,63,Female,.37649834
1972,63,Female,.35262272
1973,63,Female,.37310523
1974,63,Female,.34912828
1975,63,Female,.30409345
1976,63,Female,.32127362
1977,63,Female,.3275868
1978,63,Female,.32734492
1979,63,Female,.31798136
1980,63,Female,.30719125
1981,63,Female,.32689634
1982,63,Female,.30242217
1983,63,Female,.25682124
1984,63,Female,.30849943
1985,63,Female,.33355713
1986,63,Female,.33044308
1987,63,Female,.30462649
1988,63,Female,.28493905
1989,63,Female,.29828456
1990,63,Female,.34099019
1991,63,Female,.31612581
1992,63,Female,.35106668
1993,63,Female,.34939101
1994,63,Female,.33577934
1995,63,Female,.35718384
1996,63,Female,.36606213
1997,63,Female,.31161791
1998,63,Female,.37982723
1999,63,Female,.36848858
2000,63,Female,.38488311
2001,63,Female,.41034782
2002,63,Female,.39443329
2003,63,Female,.383082
2004,63,Female,.38389137
2005,63,Female,.42168096
2006,63,Female,.48344156
2007,63,Female,.44349614
2008,63,Female,.41707608
2009,63,Female,.43997377
2010,63,Female,.42182857
2011,63,Female,.46208319
2012,63,Female,.44502276
2013,63,Female,.48640794
2014,63,Female,.46450785
2015,63,Female,.46946877
2016,63,Female,.45069259
1961,64,Male,.53050107
1962,64,Male,.54771042
1963,64,Male,.70379663
1964,64,Male,.70440704
1965,64,Male,.71267885
1966,64,Male,.69160849
1967,64,Male,.73927057
1968,64,Male,.72520435
1969,64,Male,.71440142
1970,64,Male,.66622776
1971,64,Male,.64571398
1972,64,Male,.64965326
1973,64,Male,.58510512
1974,64,Male,.6045869
1975,64,Male,.58555263
1976,64,Male,.51178521
1977,64,Male,.5013746
1978,64,Male,.50373393
1979,64,Male,.47975323
1980,64,Male,.49167368
1981,64,Male,.45990407
1982,64,Male,.46041685
1983,64,Male,.40454662
1984,64,Male,.4176448
1985,64,Male,.43290019
1986,64,Male,.38731781
1987,64,Male,.40412813
1988,64,Male,.42201349
1989,64,Male,.46308869
1990,64,Male,.41785389
1991,64,Male,.45827696
1992,64,Male,.40531397
1993,64,Male,.42876062
1994,64,Male,.41035601
1995,64,Male,.45610401
1996,64,Male,.38875911
1997,64,Male,.44919428
1998,64,Male,.47859925
1999,64,Male,.4420794
2000,64,Male,.46837506
2001,64,Male,.44249827
2002,64,Male,.47254351
2003,64,Male,.44003642
2004,64,Male,.41606957
2005,64,Male,.48047641
2006,64,Male,.48059803
2007,64,Male,.47987822
2008,64,Male,.50468194
2009,64,Male,.45739737
2010,64,Male,.46652433
2011,64,Male,.49981701
2012,64,Male,.48601085
2013,64,Male,.45623848
2014,64,Male,.48322338
2015,64,Male,.53609496
2016,64,Male,.54150021
1961,64,Female,.20146847
1962,64,Female,.17555285
1963,64,Female,.3148545
1964,64,Female,.31094107
1965,64,Female,.30692101
1966,64,Female,.34293732
1967,64,Female,.32341051
1968,64,Female,.324669
1969,64,Female,.31104237
1970,64,Female,.34112397
1971,64,Female,.32344782
1972,64,Female,.30035463
1973,64,Female,.26613531
1974,64,Female,.29728156
1975,64,Female,.26335549
1976,64,Female,.28199148
1977,64,Female,.28836155
1978,64,Female,.29340667
1979,64,Female,.27936244
1980,64,Female,.2627129
1981,64,Female,.25112021
1982,64,Female,.23281276
1983,64,Female,.23106685
1984,64,Female,.19828136
1985,64,Female,.24710575
1986,64,Female,.2486655
1987,64,Female,.27870038
1988,64,Female,.26988757
1989,64,Female,.30042425
1990,64,Female,.26638424
1991,64,Female,.25757948
1992,64,Female,.2684572
1993,64,Female,.28233439
1994,64,Female,.27790129
1995,64,Female,.27951425
1996,64,Female,.30481395
1997,64,Female,.33889145
1998,64,Female,.28109422
1999,64,Female,.30691874
2000,64,Female,.30619487
2001,64,Female,.30630693
2002,64,Female,.33257717
2003,64,Female,.35148761
2004,64,Female,.33457056
2005,64,Female,.31710395
2006,64,Female,.35940969
2007,64,Female,.38679498
2008,64,Female,.37250206
2009,64,Female,.37466809
2010,64,Female,.39324719
2011,64,Female,.38400084
2012,64,Female,.41230598
2013,64,Female,.40097451
2014,64,Female,.42320001
2015,64,Female,.43532637
2016,64,Female,.4151383
1961,65,Male,.41870534
1962,65,Male,.35346776
1963,65,Male,.5824644
1964,65,Male,.61288798
1965,65,Male,.60567302
1966,65,Male,.60652089
1967,65,Male,.61556965
1968,65,Male,.62761194
1969,65,Male,.60707527
1970,65,Male,.58264911
1971,65,Male,.53731394
1972,65,Male,.53787339
1973,65,Male,.511141
1974,65,Male,.45528153
1975,65,Male,.44112772
1976,65,Male,.38361374
1977,65,Male,.42731521
1978,65,Male,.37937656
1979,65,Male,.42240551
1980,65,Male,.39964309
1981,65,Male,.40509281
1982,65,Male,.39552867
1983,65,Male,.35058492
1984,65,Male,.35515964
1985,65,Male,.37205967
1986,65,Male,.37574935
1987,65,Male,.38074932
1988,65,Male,.41796568
1989,65,Male,.37271035
1990,65,Male,.43411404
1991,65,Male,.3786079
1992,65,Male,.37433651
1993,65,Male,.37378243
1994,65,Male,.37298435
1995,65,Male,.36420906
1996,65,Male,.38583273
1997,65,Male,.34232104
1998,65,Male,.39108998
1999,65,Male,.40933418
2000,65,Male,.42984432
2001,65,Male,.40870532
2002,65,Male,.41921073
2003,65,Male,.39460585
2004,65,Male,.40014607
2005,65,Male,.38606939
2006,65,Male,.40413895
2007,65,Male,.44135043
2008,65,Male,.44596606
2009,65,Male,.39469856
2010,65,Male,.45942765
2011,65,Male,.44659498
2012,65,Male,.44686589
2013,65,Male,.46010843
2014,65,Male,.47289053
2015,65,Male,.44327193
2016,65,Male,.50673056
1961,65,Female,.22480848
1962,65,Female,.16850296
1963,65,Female,.28140652
1964,65,Female,.26965836
1965,65,Female,.29469946
1966,65,Female,.21565051
1967,65,Female,.28129524
1968,65,Female,.27296659
1969,65,Female,.29968205
1970,65,Female,.27444446
1971,65,Female,.26610905
1972,65,Female,.25773579
1973,65,Female,.22230944
1974,65,Female,.22967081
1975,65,Female,.23168361
1976,65,Female,.2196292
1977,65,Female,.23320749
1978,65,Female,.22690415
1979,65,Female,.22650512
1980,65,Female,.2187784
1981,65,Female,.2342639
1982,65,Female,.22762792
1983,65,Female,.19208848
1984,65,Female,.19739152
1985,65,Female,.18680373
1986,65,Female,.2083858
1987,65,Female,.2145182
1988,65,Female,.24264124
1989,65,Female,.2629948
1990,65,Female,.22802293
1991,65,Female,.2274531
1992,65,Female,.20112446
1993,65,Female,.24949284
1994,65,Female,.24280465
1995,65,Female,.22030854
1996,65,Female,.23990238
1997,65,Female,.25152302
1998,65,Female,.26055503
1999,65,Female,.26582146
2000,65,Female,.2645241
2001,65,Female,.26312953
2002,65,Female,.31092072
2003,65,Female,.29619336
2004,65,Female,.31534719
2005,65,Female,.29381472
2006,65,Female,.3060011
2007,65,Female,.32147577
2008,65,Female,.33362263
2009,65,Female,.35844931
2010,65,Female,.35881862
2011,65,Female,.3234323
2012,65,Female,.32579321
2013,65,Female,.34335294
2014,65,Female,.36584845
2015,65,Female,.37937778
2016,65,Female,.36489394
1961,66,Male,.33776316
1962,66,Male,.37885672
1963,66,Male,.48247713
1964,66,Male,.52519488
1965,66,Male,.49524641
1966,66,Male,.55787027
1967,66,Male,.51580262
1968,66,Male,.53602153
1969,66,Male,.5409435
1970,66,Male,.495152
1971,66,Male,.51158988
1972,66,Male,.4465473
1973,66,Male,.48514718
1974,66,Male,.39679408
1975,66,Male,.37305871
1976,66,Male,.3854503
1977,66,Male,.33793536
1978,66,Male,.33307356
1979,66,Male,.32506761
1980,66,Male,.38065094
1981,66,Male,.38353616
1982,66,Male,.32845089
1983,66,Male,.34348363
1984,66,Male,.33192247
1985,66,Male,.32679814
1986,66,Male,.3123655
1987,66,Male,.34510005
1988,66,Male,.32362452
1989,66,Male,.37123033
1990,66,Male,.32316062
1991,66,Male,.33578178
1992,66,Male,.30581847
1993,66,Male,.33950076
1994,66,Male,.35927704
1995,66,Male,.35597819
1996,66,Male,.34621102
1997,66,Male,.30565941
1998,66,Male,.38459489
1999,66,Male,.37198356
2000,66,Male,.37095809
2001,66,Male,.37366778
2002,66,Male,.35092646
2003,66,Male,.35214576
2004,66,Male,.33134055
2005,66,Male,.33394971
2006,66,Male,.34866256
2007,66,Male,.35460922
2008,66,Male,.39055577
2009,66,Male,.4029218
2010,66,Male,.41744158
2011,66,Male,.42487851
2012,66,Male,.45661995
2013,66,Male,.40650389
2014,66,Male,.4059884
2015,66,Male,.43678251
2016,66,Male,.43461603
1961,66,Female,.16491881
1962,66,Female,.20279193
1963,66,Female,.24419443
1964,66,Female,.25725028
1965,66,Female,.21038012
1966,66,Female,.21602793
1967,66,Female,.25851536
1968,66,Female,.25223276
1969,66,Female,.25771219
1970,66,Female,.22339053
1971,66,Female,.24945535
1972,66,Female,.18418223
1973,66,Female,.16340084
1974,66,Female,.191397
1975,66,Female,.17520057
1976,66,Female,.20690022
1977,66,Female,.20759307
1978,66,Female,.18256859
1979,66,Female,.19118096
1980,66,Female,.19811991
1981,66,Female,.18974961
1982,66,Female,.18665081
1983,66,Female,.19802935
1984,66,Female,.19041891
1985,66,Female,.16641541
1986,66,Female,.21207461
1987,66,Female,.15708242
1988,66,Female,.20503883
1989,66,Female,.21014521
1990,66,Female,.2440217
1991,66,Female,.1956891
1992,66,Female,.20544623
1993,66,Female,.24759494
1994,66,Female,.21544243
1995,66,Female,.23692837
1996,66,Female,.1995907
1997,66,Female,.19145052
1998,66,Female,.26538092
1999,66,Female,.23447719
2000,66,Female,.23402174
2001,66,Female,.23592532
2002,66,Female,.26370314
2003,66,Female,.28881273
2004,66,Female,.26868176
2005,66,Female,.28648278
2006,66,Female,.32216161
2007,66,Female,.30469924
2008,66,Female,.29094508
2009,66,Female,.32229361
2010,66,Female,.32309854
2011,66,Female,.30889413
2012,66,Female,.31212956
2013,66,Female,.30497515
2014,66,Female,.32505485
2015,66,Female,.30134296
2016,66,Female,.32512078
1961,67,Male,.36503738
1962,67,Male,.23673891
1963,67,Male,.4415991
1964,67,Male,.47660336
1965,67,Male,.45959815
1966,67,Male,.47146174
1967,67,Male,.49365628
1968,67,Male,.51519471
1969,67,Male,.53771853
1970,67,Male,.49640632
1971,67,Male,.48666608
1972,67,Male,.45223397
1973,67,Male,.39445874
1974,67,Male,.38155097
1975,67,Male,.39546448
1976,67,Male,.29197177
1977,67,Male,.34394544
1978,67,Male,.36539114
1979,67,Male,.35490513
1980,67,Male,.30055052
1981,67,Male,.34865755
1982,67,Male,.35079086
1983,67,Male,.24728519
1984,67,Male,.27072221
1985,67,Male,.31615141
1986,67,Male,.26893622
1987,67,Male,.2847515
1988,67,Male,.31318614
1989,67,Male,.27083737
1990,67,Male,.32459986
1991,67,Male,.26989537
1992,67,Male,.27956125
1993,67,Male,.29585645
1994,67,Male,.25849071
1995,67,Male,.27139413
1996,67,Male,.3054736
1997,67,Male,.28796515
1998,67,Male,.2685318
1999,67,Male,.31242767
2000,67,Male,.33227602
2001,67,Male,.34377468
2002,67,Male,.36765245
2003,67,Male,.3337172
2004,67,Male,.35038036
2005,67,Male,.30538341
2006,67,Male,.35619119
2007,67,Male,.30090794
2008,67,Male,.30166182
2009,67,Male,.38395077
2010,67,Male,.43684316
2011,67,Male,.42814079
2012,67,Male,.42600363
2013,67,Male,.37767556
2014,67,Male,.36748955
2015,67,Male,.38131458
2016,67,Male,.36926648
1961,67,Female,.13235994
1962,67,Female,.1424813
1963,67,Female,.22858103
1964,67,Female,.18045841
1965,67,Female,.17947653
1966,67,Female,.16663298
1967,67,Female,.22076404
1968,67,Female,.21900877
1969,67,Female,.22461697
1970,67,Female,.19676897
1971,67,Female,.20768052
1972,67,Female,.22965224
1973,67,Female,.20804134
1974,67,Female,.18133003
1975,67,Female,.17194675
1976,67,Female,.16768259
1977,67,Female,.18572983
1978,67,Female,.16591759
1979,67,Female,.15389119
1980,67,Female,.15745442
1981,67,Female,.17553845
1982,67,Female,.16886862
1983,67,Female,.15804346
1984,67,Female,.17518768
1985,67,Female,.17132604
1986,67,Female,.15594429
1987,67,Female,.17317313
1988,67,Female,.18081973
1989,67,Female,.17324361
1990,67,Female,.17959203
1991,67,Female,.17760886
1992,67,Female,.16725437
1993,67,Female,.18721241
1994,67,Female,.20747083
1995,67,Female,.19987306
1996,67,Female,.20463297
1997,67,Female,.19987823
1998,67,Female,.21021305
1999,67,Female,.20406747
2000,67,Female,.20189032
2001,67,Female,.2258399
2002,67,Female,.2414376
2003,67,Female,.28509521
2004,67,Female,.25940946
2005,67,Female,.22789666
2006,67,Female,.25572866
2007,67,Female,.2783823
2008,67,Female,.251697
2009,67,Female,.28842285
2010,67,Female,.27479383
2011,67,Female,.29600996
2012,67,Female,.2808837
2013,67,Female,.25389704
2014,67,Female,.27906358
2015,67,Female,.27935618
2016,67,Female,.25921705
1961,68,Male,.35402966
1962,68,Male,.34875503
1963,68,Male,.43463475
1964,68,Male,.43615296
1965,68,Male,.42457864
1966,68,Male,.46907803
1967,68,Male,.44622362
1968,68,Male,.45744085
1969,68,Male,.43080235
1970,68,Male,.42263994
1971,68,Male,.40585482
1972,68,Male,.42455217
1973,68,Male,.41524446
1974,68,Male,.3748326
1975,68,Male,.26999006
1976,68,Male,.3349289
1977,68,Male,.30927426
1978,68,Male,.33494145
1979,68,Male,.30790851
1980,68,Male,.32627153
1981,68,Male,.28622422
1982,68,Male,.27700704
1983,68,Male,.31331992
1984,68,Male,.26016423
1985,68,Male,.29432485
1986,68,Male,.28064838
1987,68,Male,.26966009
1988,68,Male,.29386631
1989,68,Male,.27037916
1990,68,Male,.26831239
1991,68,Male,.29043514
1992,68,Male,.23726097
1993,68,Male,.253636
1994,68,Male,.27347291
1995,68,Male,.26171878
1996,68,Male,.24928918
1997,68,Male,.30069181
1998,68,Male,.24370435
1999,68,Male,.32423303
2000,68,Male,.29605037
2001,68,Male,.30611271
2002,68,Male,.33085829
2003,68,Male,.29971299
2004,68,Male,.34331799
2005,68,Male,.32884732
2006,68,Male,.28498378
2007,68,Male,.33707091
2008,68,Male,.30925587
2009,68,Male,.32610828
2010,68,Male,.38382572
2011,68,Male,.31008822
2012,68,Male,.31904382
2013,68,Male,.33617762
2014,68,Male,.35375366
2015,68,Male,.35870159
2016,68,Male,.34733668
1961,68,Female,.12136429
1962,68,Female,.083105348
1963,68,Female,.22355315
1964,68,Female,.18964438
1965,68,Female,.20684083
1966,68,Female,.18163753
1967,68,Female,.20662861
1968,68,Female,.19153637
1969,68,Female,.19914183
1970,68,Female,.17808655
1971,68,Female,.17635144
1972,68,Female,.17286086
1973,68,Female,.17907572
1974,68,Female,.15568565
1975,68,Female,.19748408
1976,68,Female,.14498156
1977,68,Female,.14252426
1978,68,Female,.1730728
1979,68,Female,.15220879
1980,68,Female,.14789793
1981,68,Female,.12673417
1982,68,Female,.15410671
1983,68,Female,.14607102
1984,68,Female,.1458251
1985,68,Female,.13595819
1986,68,Female,.11611247
1987,68,Female,.14515166
1988,68,Female,.16028662
1989,68,Female,.16829348
1990,68,Female,.17820606
1991,68,Female,.17011961
1992,68,Female,.15640846
1993,68,Female,.13707291
1994,68,Female,.16450965
1995,68,Female,.18208244
1996,68,Female,.2045816
1997,68,Female,.21981844
1998,68,Female,.172315
1999,68,Female,.20035349
2000,68,Female,.1781296
2001,68,Female,.16906978
2002,68,Female,.23221186
2003,68,Female,.24411708
2004,68,Female,.24488011
2005,68,Female,.21816528
2006,68,Female,.21829456
2007,68,Female,.26254845
2008,68,Female,.24156207
2009,68,Female,.20444976
2010,68,Female,.21972886
2011,68,Female,.21818121
2012,68,Female,.23156539
2013,68,Female,.26265687
2014,68,Female,.26633486
2015,68,Female,.27036932
2016,68,Female,.23678206
1961,69,Male,.31318462
1962,69,Male,.23436873
1963,69,Male,.37546134
1964,69,Male,.34538162
1965,69,Male,.36547267
1966,69,Male,.40080476
1967,69,Male,.44457296
1968,69,Male,.40859619
1969,69,Male,.48141205
1970,69,Male,.4063389
1971,69,Male,.36470011
1972,69,Male,.36412695
1973,69,Male,.35700032
1974,69,Male,.35491291
1975,69,Male,.33296871
1976,69,Male,.26413205
1977,69,Male,.28136295
1978,69,Male,.30686757
1979,69,Male,.32453966
1980,69,Male,.27448848
1981,69,Male,.30871737
1982,69,Male,.2493396
1983,69,Male,.2394191
1984,69,Male,.26360884
1985,69,Male,.2361246
1986,69,Male,.25737369
1987,69,Male,.25701854
1988,69,Male,.28063923
1989,69,Male,.25358456
1990,69,Male,.21074468
1991,69,Male,.25073391
1992,69,Male,.25028807
1993,69,Male,.24682817
1994,69,Male,.26020116
1995,69,Male,.23295815
1996,69,Male,.28145394
1997,69,Male,.24364839
1998,69,Male,.25631326
1999,69,Male,.26651284
2000,69,Male,.31404692
2001,69,Male,.21417829
2002,69,Male,.21351303
2003,69,Male,.26639587
2004,69,Male,.27803648
2005,69,Male,.3227064
2006,69,Male,.29885912
2007,69,Male,.26840907
2008,69,Male,.3293049
2009,69,Male,.30956838
2010,69,Male,.28146586
2011,69,Male,.31484175
2012,69,Male,.25790092
2013,69,Male,.31385857
2014,69,Male,.32100338
2015,69,Male,.29329577
2016,69,Male,.33448312
1961,69,Female,.088472821
1962,69,Female,.095769167
1963,69,Female,.13758539
1964,69,Female,.20272306
1965,69,Female,.16944326
1966,69,Female,.16407529
1967,69,Female,.16580662
1968,69,Female,.17610818
1969,69,Female,.17839421
1970,69,Female,.15609466
1971,69,Female,.1524799
1972,69,Female,.16674715
1973,69,Female,.14484435
1974,69,Female,.12959971
1975,69,Female,.10341013
1976,69,Female,.14542234
1977,69,Female,.14556929
1978,69,Female,.12997574
1979,69,Female,.13555801
1980,69,Female,.11316241
1981,69,Female,.1333573
1982,69,Female,.12241405
1983,69,Female,.15619826
1984,69,Female,.12126448
1985,69,Female,.097067259
1986,69,Female,.0881183
1987,69,Female,.12795046
1988,69,Female,.14469934
1989,69,Female,.15809976
1990,69,Female,.15428196
1991,69,Female,.12431595
1992,69,Female,.17559606
1993,69,Female,.15015554
1994,69,Female,.12622923
1995,69,Female,.12788484
1996,69,Female,.15169489
1997,69,Female,.16884257
1998,69,Female,.1882413
1999,69,Female,.13653925
2000,69,Female,.18550277
2001,69,Female,.17204088
2002,69,Female,.17339566
2003,69,Female,.2078115
2004,69,Female,.24455246
2005,69,Female,.19659995
2006,69,Female,.20960613
2007,69,Female,.19650576
2008,69,Female,.25081226
2009,69,Female,.19136336
2010,69,Female,.18263865
2011,69,Female,.19753486
2012,69,Female,.21010163
2013,69,Female,.21299182
2014,69,Female,.24339838
2015,69,Female,.21738303
2016,69,Female,.24304315
1961,70,Male,.32195911
1962,70,Male,.25169477
1963,70,Male,.38953334
1964,70,Male,.32313409
1965,70,Male,.30673692
1966,70,Male,.38894984
1967,70,Male,.32041147
1968,70,Male,.4225651
1969,70,Male,.39600024
1970,70,Male,.35187349
1971,70,Male,.40194184
1972,70,Male,.30831847
1973,70,Male,.35804206
1974,70,Male,.32895002
1975,70,Male,.27294359
1976,70,Male,.26223841
1977,70,Male,.26075518
1978,70,Male,.2449913
1979,70,Male,.27891603
1980,70,Male,.26849481
1981,70,Male,.19431396
1982,70,Male,.26615459
1983,70,Male,.1961111
1984,70,Male,.19161916
1985,70,Male,.19316694
1986,70,Male,.21126434
1987,70,Male,.21327624
1988,70,Male,.22854513
1989,70,Male,.20972024
1990,70,Male,.20561126
1991,70,Male,.24409859
1992,70,Male,.21005784
1993,70,Male,.17130513
1994,70,Male,.24412458
1995,70,Male,.27668393
1996,70,Male,.17840287
1997,70,Male,.21142054
1998,70,Male,.22301412
1999,70,Male,.27525863
2000,70,Male,.24950756
2001,70,Male,.2439612
2002,70,Male,.24851556
2003,70,Male,.26428223
2004,70,Male,.28091604
2005,70,Male,.30853221
2006,70,Male,.28812239
2007,70,Male,.32133639
2008,70,Male,.32001081
2009,70,Male,.3109062
2010,70,Male,.24405167
2011,70,Male,.26670414
2012,70,Male,.26860365
2013,70,Male,.28620258
2014,70,Male,.30815205
2015,70,Male,.34787902
2016,70,Male,.29141119
1961,70,Female,.11707105
1962,70,Female,.1048013
1963,70,Female,.16363907
1964,70,Female,.15172601
1965,70,Female,.16707928
1966,70,Female,.14501503
1967,70,Female,.16601457
1968,70,Female,.16975135
1969,70,Female,.13131088
1970,70,Female,.16049391
1971,70,Female,.12012859
1972,70,Female,.15066302
1973,70,Female,.136877
1974,70,Female,.14306025
1975,70,Female,.099157572
1976,70,Female,.11812413
1977,70,Female,.10885531
1978,70,Female,.12682183
1979,70,Female,.1355457
1980,70,Female,.10480353
1981,70,Female,.091889389
1982,70,Female,.094064057
1983,70,Female,.1225118
1984,70,Female,.12728107
1985,70,Female,.088366114
1986,70,Female,.10168868
1987,70,Female,.10110376
1988,70,Female,.10855055
1989,70,Female,.094249219
1990,70,Female,.1382114
1991,70,Female,.12316681
1992,70,Female,.099134199
1993,70,Female,.1281489
1994,70,Female,.11145508
1995,70,Female,.14037168
1996,70,Female,.12535954
1997,70,Female,.14309204
1998,70,Female,.15723248
1999,70,Female,.14318889
2000,70,Female,.15102388
2001,70,Female,.16214415
2002,70,Female,.14784648
2003,70,Female,.13714281
2004,70,Female,.17272744
2005,70,Female,.17163552
2006,70,Female,.19629276
2007,70,Female,.20721094
2008,70,Female,.2009116
2009,70,Female,.20684446
2010,70,Female,.18011452
2011,70,Female,.16846597
2012,70,Female,.20933951
2013,70,Female,.20220813
2014,70,Female,.22272839
2015,70,Female,.21835606
2016,70,Female,.20012543
1961,71,Male,.29957968
1962,71,Male,.25578839
1963,71,Male,.28658518
1964,71,Male,.29111308
1965,71,Male,.31250989
1966,71,Male,.2781353
1967,71,Male,.37373859
1968,71,Male,.34091157
1969,71,Male,.3390767
1970,71,Male,.33445787
1971,71,Male,.28075859
1972,71,Male,.33676448
1973,71,Male,.35566998
1974,71,Male,.30470794
1975,71,Male,.25383508
1976,71,Male,.28544679
1977,71,Male,.21795399
1978,71,Male,.21124995
1979,71,Male,.21592377
1980,71,Male,.1992795
1981,71,Male,.21977711
1982,71,Male,.17499252
1983,71,Male,.21178818
1984,71,Male,.18783647
1985,71,Male,.19494139
1986,71,Male,.17115095
1987,71,Male,.21432005
1988,71,Male,.21632986
1989,71,Male,.23475735
1990,71,Male,.13854495
1991,71,Male,.19697133
1992,71,Male,.18090673
1993,71,Male,.2100796
1994,71,Male,.18305847
1995,71,Male,.22377099
1996,71,Male,.24000771
1997,71,Male,.17981845
1998,71,Male,.20824243
1999,71,Male,.21625891
2000,71,Male,.22296154
2001,71,Male,.26569423
2002,71,Male,.21145865
2003,71,Male,.29083359
2004,71,Male,.28519997
2005,71,Male,.26895756
2006,71,Male,.23515023
2007,71,Male,.3014423
2008,71,Male,.2797851
2009,71,Male,.25995833
2010,71,Male,.2949357
2011,71,Male,.2627838
2012,71,Male,.26831546
2013,71,Male,.30449945
2014,71,Male,.26531371
2015,71,Male,.28828919
2016,71,Male,.26663756
1961,71,Female,.10760804
1962,71,Female,.063854761
1963,71,Female,.14621611
1964,71,Female,.15087388
1965,71,Female,.13063522
1966,71,Female,.14876062
1967,71,Female,.15221076
1968,71,Female,.16298369
1969,71,Female,.15767772
1970,71,Female,.11569235
1971,71,Female,.13463587
1972,71,Female,.13424434
1973,71,Female,.10869513
1974,71,Female,.095594518
1975,71,Female,.106902
1976,71,Female,.089912094
1977,71,Female,.10896588
1978,71,Female,.087283269
1979,71,Female,.11546158
1980,71,Female,.11269041
1981,71,Female,.0893443
1982,71,Female,.10142507
1983,71,Female,.10153941
1984,71,Female,.13848235
1985,71,Female,.12469154
1986,71,Female,.09040089
1987,71,Female,.10033963
1988,71,Female,.12087516
1989,71,Female,.090901807
1990,71,Female,.099428952
1991,71,Female,.10037673
1992,71,Female,.11896344
1993,71,Female,.12343089
1994,71,Female,.13120453
1995,71,Female,.10846283
1996,71,Female,.15169857
1997,71,Female,.093790017
1998,71,Female,.14160307
1999,71,Female,.13770041
2000,71,Female,.13909349
2001,71,Female,.11855255
2002,71,Female,.12290252
2003,71,Female,.15040801
2004,71,Female,.13765317
2005,71,Female,.13229081
2006,71,Female,.14292374
2007,71,Female,.17448284
2008,71,Female,.16557541
2009,71,Female,.15529144
2010,71,Female,.18821855
2011,71,Female,.15306199
2012,71,Female,.1540726
2013,71,Female,.19476588
2014,71,Female,.16921452
2015,71,Female,.17158575
2016,71,Female,.16931978
1961,72,Male,.26968759
1962,72,Male,.23031346
1963,72,Male,.38550529
1964,72,Male,.30205074
1965,72,Male,.25347826
1966,72,Male,.29493281
1967,72,Male,.26486108
1968,72,Male,.3027032
1969,72,Male,.25944263
1970,72,Male,.3101739
1971,72,Male,.3243154
1972,72,Male,.24498555
1973,72,Male,.29094335
1974,72,Male,.28905123
1975,72,Male,.25380287
1976,72,Male,.21563683
1977,72,Male,.26186663
1978,72,Male,.24667139
1979,72,Male,.16717626
1980,72,Male,.17827392
1981,72,Male,.20677602
1982,72,Male,.19837756
1983,72,Male,.17805494
1984,72,Male,.21477894
1985,72,Male,.1979733
1986,72,Male,.19295958
1987,72,Male,.19556853
1988,72,Male,.18875171
1989,72,Male,.21429011
1990,72,Male,.20688164
1991,72,Male,.15725084
1992,72,Male,.20703653
1993,72,Male,.17562771
1994,72,Male,.21188655
1995,72,Male,.18184039
1996,72,Male,.240593
1997,72,Male,.16384496
1998,72,Male,.21443178
1999,72,Male,.21173477
2000,72,Male,.1968099
2001,72,Male,.18661417
2002,72,Male,.22539248
2003,72,Male,.20300393
2004,72,Male,.20402592
2005,72,Male,.21210746
2006,72,Male,.22867833
2007,72,Male,.24723761
2008,72,Male,.2535421
2009,72,Male,.21460608
2010,72,Male,.3020784
2011,72,Male,.23575847
2012,72,Male,.24433118
2013,72,Male,.20476188
2014,72,Male,.23125833
2015,72,Male,.26623088
2016,72,Male,.28427526
1961,72,Female,.072537221
1962,72,Female,.10187624
1963,72,Female,.11864462
1964,72,Female,.1166482
1965,72,Female,.1313507
1966,72,Female,.10453823
1967,72,Female,.13370599
1968,72,Female,.14811841
1969,72,Female,.12211778
1970,72,Female,.1347498
1971,72,Female,.13500485
1972,72,Female,.097047321
1973,72,Female,.10159411
1974,72,Female,.090137474
1975,72,Female,.062525459
1976,72,Female,.086651735
1977,72,Female,.091033138
1978,72,Female,.096443832
1979,72,Female,.09054441
1980,72,Female,.094625123
1981,72,Female,.09038955
1982,72,Female,.081074692
1983,72,Female,.083396517
1984,72,Female,.10979088
1985,72,Female,.076125346
1986,72,Female,.072613947
1987,72,Female,.092603967
1988,72,Female,.082884155
1989,72,Female,.077703834
1990,72,Female,.10615715
1991,72,Female,.084178597
1992,72,Female,.083214797
1993,72,Female,.11502298
1994,72,Female,.10606829
1995,72,Female,.11445519
